0,"101.71"
1,"101.71"
2,"101.71"
3,"101.70"
4,"101.70"
5,"101.70"
6,"101.70"
7,"101.71"
8,"101.71"
9,"101.71"
10,"101.71"
11,"101.72"
12,"101.72"
13,"101.72"
14,"101.72"
15,"101.73"
16,"101.73"
17,"101.72"
18,"101.72"
19,"101.72"
20,"101.72"
21,"101.72"
22,"101.73"
23,"101.73"
24,"101.73"
25,"101.72"
26,"101.72"
27,"101.72"
28,"101.71"
29,"101.70"
30,"101.70"
31,"101.70"
32,"101.69"
33,"101.69"
34,"101.68"
35,"101.69"
36,"101.69"
37,"101.69"
38,"101.70"
39,"101.69"
40,"101.69"
41,"101.69"
42,"101.69"
43,"101.70"
44,"101.71"
45,"101.72"
46,"101.72"
47,"101.71"
48,"101.70"
49,"101.69"
50,"101.68"
51,"101.67"
52,"101.67"
53,"101.67"
54,"101.67"
55,"101.68"
56,"101.70"
57,"101.71"
58,"101.72"
59,"101.73"
60,"101.72"
61,"101.71"
62,"101.72"
63,"101.71"
64,"101.71"
65,"101.71"
66,"101.70"
67,"101.70"
68,"101.72"
69,"101.72"
70,"101.73"
71,"101.74"
72,"101.75"
73,"101.76"
74,"101.77"
75,"101.77"
76,"101.78"
77,"101.78"
78,"101.78"
79,"101.79"
80,"101.80"
81,"101.81"
82,"101.83"
83,"101.84"
84,"101.85"
85,"101.86"
86,"101.88"
87,"101.89"
88,"101.90"
89,"101.91"
90,"101.93"
91,"101.94"
92,"101.95"
93,"101.97"
94,"101.98"
95,"102.00"
96,"102.01"
97,"102.02"
98,"102.03"
99,"102.04"
100,"102.04"
